youtube_id,timestamp_ms,class_id,class_name,object_id,object_presence,xmin,xmax,ymin,ymax
FcmfoPqPxB8,0,0,person,0,present,0.21,0.686,0.0,1.0
FcmfoPqPxB8,1000,0,person,0,present,0.205,0.63,0.0,1.0
FcmfoPqPxB8,2000,0,person,0,present,0.327,0.722,0.10166667,1.0
FcmfoPqPxB8,3000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
FcmfoPqPxB8,4000,0,person,0,present,0.444,1.0,0.125,1.0
FcmfoPqPxB8,5000,0,person,0,present,0.259,0.768,0.09166667,1.0
FcmfoPqPxB8,6000,0,person,0,present,0.211,0.596,0.1,1.0
FcmfoPqPxB8,7000,0,person,0,present,0.312,0.643,0.19166666,1.0
FcmfoPqPxB8,8000,0,person,0,present,0.31,0.697,0.135,1.0
FcmfoPqPxB8,9000,0,person,0,present,0.223,0.62,0.10166667,1.0
FcmfoPqPxB8,10000,0,person,0,present,0.483,0.837,0.105,1.0
FcmfoPqPxB8,11000,0,person,0,present,0.372,0.756,0.111666664,1.0
FcmfoPqPxB8,12000,0,person,0,present,0.405,0.868,0.17166667,1.0
FcmfoPqPxB8,13000,0,person,0,present,0.412,0.813,0.15166667,1.0
FcmfoPqPxB8,14000,0,person,0,present,0.296,0.59,0.165,1.0
FcmfoPqPxB8,15000,0,person,0,present,0.095,0.581,0.21333334,0.99333334
FcmfoPqPxB8,16000,0,person,0,present,0.021,0.515,0.22333333,1.0
HhIU-nhz9y4,13000,0,person,0,present,0.101,0.928,0.275,1.0
HhIU-nhz9y4,14000,0,person,0,present,0.099,1.0,0.19,0.93333334
HhIU-nhz9y4,15000,0,person,0,present,0.0,0.987,0.23166667,1.0
HhIU-nhz9y4,16000,0,person,0,present,0.0,1.0,0.21666667,1.0
HhIU-nhz9y4,17000,0,person,0,present,0.0,0.979,0.15666667,1.0
HhIU-nhz9y4,18000,0,person,0,present,0.0,1.0,0.05666667,0.9816667
HhIU-nhz9y4,19000,0,person,0,present,0.0,0.863,0.108333334,1.0
HhIU-nhz9y4,20000,0,person,0,present,0.0,0.882,0.14666666,0.74333334
HhIU-nhz9y4,21000,0,person,0,present,0.0,0.882,0.0,0.64166665
HhIU-nhz9y4,22000,0,person,0,present,0.0,0.901,0.115,0.735
HhIU-nhz9y4,23000,0,person,0,present,0.0,0.777,0.0,0.5316667
HhIU-nhz9y4,24000,0,person,0,present,0.0,0.991,0.041666668,0.98
HhIU-nhz9y4,25000,0,person,0,present,0.0,0.986,0.0,0.98833334
HhIU-nhz9y4,26000,0,person,0,present,0.0,1.0,0.021666666,1.0
HhIU-nhz9y4,27000,0,person,0,present,0.0,1.0,0.15166667,1.0
HhIU-nhz9y4,28000,0,person,0,present,0.0,0.919,0.043333333,1.0
HhIU-nhz9y4,29000,0,person,0,present,0.0,0.887,0.026666667,1.0
HhIU-nhz9y4,30000,0,person,0,present,0.0,0.895,0.22333333,1.0
HhIU-nhz9y4,31000,0,person,0,present,0.0,0.851,0.15833333,1.0
HhIU-nhz9y4,133000,0,person,1,present,0.217,0.554,0.0,0.19333333
HhIU-nhz9y4,134000,0,person,1,present,0.0,0.435,0.0,0.85833335
HhIU-nhz9y4,135000,0,person,1,present,0.0,0.723,0.0,0.925
HhIU-nhz9y4,136000,0,person,1,present,0.0,0.628,0.0,1.0
HhIU-nhz9y4,137000,0,person,1,present,0.0,0.63,0.0,0.94666666
HhIU-nhz9y4,138000,0,person,1,present,0.0,0.567,0.0,0.7866667
HhIU-nhz9y4,139000,0,person,1,present,0.0,0.657,0.0,0.62333333
HhIU-nhz9y4,140000,0,person,1,present,0.0,0.832,0.0,0.9683333
HhIU-nhz9y4,141000,0,person,1,present,0.0,0.639,0.0,1.0
HhIU-nhz9y4,142000,0,person,1,present,0.0,0.605,0.0,0.87166667
HhIU-nhz9y4,143000,0,person,1,present,0.0,0.597,0.0,1.0
HhIU-nhz9y4,144000,0,person,1,present,0.0,0.596,0.0,1.0
HhIU-nhz9y4,145000,0,person,1,present,0.0,0.644,0.0,1.0
HhIU-nhz9y4,146000,0,person,1,present,0.0,0.645,0.0,1.0
HhIU-nhz9y4,147000,0,person,1,present,0.0,0.696,0.0,0.9766667
HhIU-nhz9y4,148000,0,person,1,present,0.0,0.738,0.0,0.955
HhIU-nhz9y4,149000,0,person,1,present,0.0,0.861,0.0,0.995
HhIU-nhz9y4,150000,0,person,1,present,0.0,0.731,0.0,1.0
HhIU-nhz9y4,151000,0,person,1,present,0.0,0.71,0.0,1.0
NzAEnNO5-fo,208000,2,bicycle,0,present,0.255,0.346,0.46,0.7083333
NzAEnNO5-fo,209000,2,bicycle,0,present,0.188,0.301,0.5316667,0.835
NzAEnNO5-fo,210000,2,bicycle,0,present,0.271,0.408,0.565,0.94
NzAEnNO5-fo,211000,2,bicycle,0,present,0.295,0.475,0.56333333,1.0
NzAEnNO5-fo,212000,2,bicycle,0,present,0.308,0.508,0.5933333,1.0
NzAEnNO5-fo,213000,2,bicycle,0,present,0.37,0.554,0.71166664,1.0
NzAEnNO5-fo,214000,2,bicycle,0,present,0.442,0.621,0.635,1.0
NzAEnNO5-fo,215000,2,bicycle,0,present,0.476,0.703,0.5733333,1.0
NzAEnNO5-fo,216000,2,bicycle,0,present,0.375,0.628,0.63,1.0
NzAEnNO5-fo,217000,2,bicycle,0,present,0.39,0.547,0.62,1.0
NzAEnNO5-fo,218000,2,bicycle,0,present,0.238,0.314,0.8016667,1.0
NzAEnNO5-fo,219000,2,bicycle,0,present,0.319,0.432,0.625,0.9816667
NzAEnNO5-fo,220000,2,bicycle,0,present,0.403,0.515,0.59,0.93833333
NzAEnNO5-fo,221000,2,bicycle,0,present,0.458,0.563,0.625,0.94166666
NzAEnNO5-fo,222000,2,bicycle,0,present,0.578,0.763,0.5283333,0.875
NzAEnNO5-fo,223000,2,bicycle,0,present,0.375,0.594,0.57,0.9816667
NzAEnNO5-fo,224000,2,bicycle,0,present,0.355,0.593,0.46666667,0.885
NzAEnNO5-fo,225000,2,bicycle,0,present,0.433,0.661,0.43333334,0.86333334
NzAEnNO5-fo,226000,2,bicycle,0,present,0.406,0.648,0.36833334,0.78333336
NzAEnNO5-fo,238000,2,bicycle,1,present,0.011,0.223,0.19166666,0.92833334
NzAEnNO5-fo,239000,2,bicycle,1,present,0.124,0.291,0.23833333,0.875
NzAEnNO5-fo,240000,2,bicycle,1,present,0.001,0.137,0.345,0.87166667
NzAEnNO5-fo,241000,2,bicycle,1,present,0.239,0.452,0.45833334,1.0
NzAEnNO5-fo,242000,2,bicycle,1,uncertain,-1.0,-1.0,-1.0,-1.0
NzAEnNO5-fo,243000,2,bicycle,1,present,0.213,0.405,0.72833335,1.0
NzAEnNO5-fo,244000,2,bicycle,1,present,0.228,0.428,0.47333333,1.0
NzAEnNO5-fo,245000,2,bicycle,1,present,0.187,0.425,0.445,1.0
NzAEnNO5-fo,246000,2,bicycle,1,present,0.25,0.461,0.45333335,1.0
NzAEnNO5-fo,247000,2,bicycle,1,present,0.243,0.524,0.34666666,1.0
NzAEnNO5-fo,248000,2,bicycle,1,present,0.217,0.601,0.28,1.0
NzAEnNO5-fo,249000,2,bicycle,1,present,0.451,1.0,0.30833334,1.0
NzAEnNO5-fo,250000,2,bicycle,1,present,0.881,1.0,0.7033333,1.0
NzAEnNO5-fo,251000,2,bicycle,1,absent,-1.0,-1.0,-1.0,-1.0
NzAEnNO5-fo,252000,2,bicycle,1,absent,-1.0,-1.0,-1.0,-1.0
NzAEnNO5-fo,253000,2,bicycle,1,absent,-1.0,-1.0,-1.0,-1.0
NzAEnNO5-fo,254000,2,bicycle,1,present,0.091,1.0,0.30166668,1.0
NzAEnNO5-fo,255000,2,bicycle,1,present,0.0,0.255,0.108333334,1.0
NzAEnNO5-fo,256000,2,bicycle,1,present,0.0,0.353,0.06333333,1.0
NzAEnNO5-fo,257000,2,bicycle,1,absent,-1.0,-1.0,-1.0,-1.0
NzAEnNO5-fo,258000,2,bicycle,1,absent,-1.0,-1.0,-1.0,-1.0
NzAEnNO5-fo,259000,2,bicycle,1,absent,-1.0,-1.0,-1.0,-1.0
NzAEnNO5-fo,298000,2,bicycle,2,absent,-1.0,-1.0,-1.0,-1.0
NzAEnNO5-fo,299000,2,bicycle,2,present,0.692,0.996,0.06666667,0.5133333
NzAEnNO5-fo,300000,2,bicycle,2,present,0.8,1.0,0.415,0.825
NzAEnNO5-fo,301000,2,bicycle,2,present,0.416,0.663,0.22833334,0.62333333
NzAEnNO5-fo,302000,2,bicycle,2,present,0.37,0.643,0.085,0.53833336
NzAEnNO5-fo,303000,2,bicycle,2,present,0.518,0.842,0.0,0.5183333
NzAEnNO5-fo,304000,2,bicycle,2,present,0.459,0.735,0.0,0.5183333
NzAEnNO5-fo,305000,2,bicycle,2,uncertain,-1.0,-1.0,-1.0,-1.0
NzAEnNO5-fo,306000,2,bicycle,2,present,0.571,0.881,0.7816667,1.0
NzAEnNO5-fo,307000,2,bicycle,2,present,0.545,0.843,0.725,1.0
NzAEnNO5-fo,308000,2,bicycle,2,present,0.565,0.919,0.715,1.0
NzAEnNO5-fo,309000,2,bicycle,2,present,0.587,1.0,0.685,1.0
NzAEnNO5-fo,310000,2,bicycle,2,present,0.385,0.838,0.63,1.0
NzAEnNO5-fo,311000,2,bicycle,2,present,0.336,0.723,0.63,1.0
NzAEnNO5-fo,312000,2,bicycle,2,present,0.409,0.731,0.5566667,1.0
NzAEnNO5-fo,313000,2,bicycle,2,present,0.295,0.685,0.42666668,1.0
NzAEnNO5-fo,314000,2,bicycle,2,present,0.252,0.627,0.51166666,1.0
NzAEnNO5-fo,315000,2,bicycle,2,present,0.304,0.633,0.5083333,1.0
NzAEnNO5-fo,316000,2,bicycle,2,present,0.304,0.559,0.46666667,1.0
NzAEnNO5-fo,328000,2,bicycle,3,absent,-1.0,-1.0,-1.0,-1.0
NzAEnNO5-fo,329000,2,bicycle,3,absent,-1.0,-1.0,-1.0,-1.0
NzAEnNO5-fo,330000,2,bicycle,3,present,0.111,0.2,0.28333333,0.50166667
NzAEnNO5-fo,331000,2,bicycle,3,present,0.1,0.188,0.35166666,0.5783333
NzAEnNO5-fo,332000,2,bicycle,3,present,0.165,0.257,0.205,0.43333334
NzAEnNO5-fo,333000,2,bicycle,3,present,0.284,0.375,0.47833332,0.73333335
NzAEnNO5-fo,334000,2,bicycle,3,present,0.245,0.33,0.435,0.6816667
NzAEnNO5-fo,335000,2,bicycle,3,present,0.166,0.264,0.265,0.495
NzAEnNO5-fo,336000,2,bicycle,3,present,0.17,0.259,0.245,0.475
NzAEnNO5-fo,337000,2,bicycle,3,present,0.242,0.336,0.435,0.67833334
NzAEnNO5-fo,338000,2,bicycle,3,present,0.08,0.177,0.31,0.5566667
NzAEnNO5-fo,339000,2,bicycle,3,present,0.128,0.229,0.205,0.45666668
NzAEnNO5-fo,340000,2,bicycle,3,present,0.073,0.174,0.30833334,0.5783333
NzAEnNO5-fo,341000,2,bicycle,3,present,0.043,0.148,0.32333332,0.615
NzAEnNO5-fo,342000,2,bicycle,3,present,0.255,0.377,0.28166667,0.5966667
NzAEnNO5-fo,343000,2,bicycle,3,present,0.092,0.233,0.20333333,0.58666664
NzAEnNO5-fo,344000,2,bicycle,3,present,0.131,0.284,0.305,0.74833333
NzAEnNO5-fo,345000,2,bicycle,3,present,0.108,0.259,0.25666666,0.72
NzAEnNO5-fo,346000,2,bicycle,3,present,0.159,0.293,0.5133333,0.94666666
NzAEnNO5-fo,358000,2,bicycle,4,present,0.381,0.569,0.38666666,0.9483333
NzAEnNO5-fo,359000,2,bicycle,4,present,0.375,0.557,0.35666665,0.9
NzAEnNO5-fo,360000,2,bicycle,4,present,0.367,0.531,0.23833333,0.75166667
NzAEnNO5-fo,361000,2,bicycle,4,present,0.355,0.532,0.255,0.715
NzAEnNO5-fo,362000,2,bicycle,4,present,0.232,0.389,0.16333333,0.61
NzAEnNO5-fo,363000,2,bicycle,4,present,0.334,0.455,0.71166664,1.0
NzAEnNO5-fo,364000,2,bicycle,4,present,0.264,0.382,0.6333333,1.0
NzAEnNO5-fo,365000,2,bicycle,4,present,0.353,0.461,0.54333335,0.92833334
NzAEnNO5-fo,366000,2,bicycle,4,present,0.33,0.447,0.485,0.86833334
NzAEnNO5-fo,367000,2,bicycle,4,present,0.343,0.491,0.57,0.9633333
NzAEnNO5-fo,368000,2,bicycle,4,present,0.309,0.41,0.28833333,0.70666665
NzAEnNO5-fo,369000,2,bicycle,4,present,0.104,0.226,0.20833333,0.69666666
NzAEnNO5-fo,370000,2,bicycle,4,present,0.247,0.389,0.33,0.855
NzAEnNO5-fo,371000,2,bicycle,4,present,0.54,0.711,0.5233333,1.0
NzAEnNO5-fo,372000,2,bicycle,4,present,0.365,0.504,0.785,1.0
NzAEnNO5-fo,373000,2,bicycle,4,present,0.416,0.568,0.52666664,1.0
NzAEnNO5-fo,374000,2,bicycle,4,present,0.167,0.31,0.26833335,0.85
NzAEnNO5-fo,375000,2,bicycle,4,present,0.725,0.9,0.64666665,1.0
NzAEnNO5-fo,376000,2,bicycle,4,present,0.849,1.0,0.45166665,1.0
NzAEnNO5-fo,403000,2,bicycle,5,present,0.341,0.456,0.29166666,0.565
NzAEnNO5-fo,404000,2,bicycle,5,present,0.248,0.385,0.355,0.66333336
NzAEnNO5-fo,405000,2,bicycle,5,present,0.329,0.48,0.37666667,0.7133333
NzAEnNO5-fo,406000,2,bicycle,5,present,0.369,0.524,0.24,0.6016667
NzAEnNO5-fo,407000,2,bicycle,5,present,0.452,0.603,0.165,0.58666664
NzAEnNO5-fo,408000,2,bicycle,5,present,0.298,0.531,0.13,0.58166665
NzAEnNO5-fo,409000,2,bicycle,5,present,0.416,0.606,0.14,0.60333335
NzAEnNO5-fo,410000,2,bicycle,5,present,0.451,0.612,0.0,0.36
NzAEnNO5-fo,411000,2,bicycle,5,present,0.479,0.638,0.0,0.33
NzAEnNO5-fo,412000,2,bicycle,5,present,0.418,0.563,0.0,0.31666666
NzAEnNO5-fo,413000,2,bicycle,5,present,0.304,0.461,0.655,1.0
NzAEnNO5-fo,414000,2,bicycle,5,present,0.209,0.354,0.585,1.0
NzAEnNO5-fo,415000,2,bicycle,5,present,0.187,0.349,0.55,1.0
NzAEnNO5-fo,416000,2,bicycle,5,present,0.239,0.384,0.46333334,0.8983333
NzAEnNO5-fo,417000,2,bicycle,5,present,0.479,0.601,0.19333333,0.60833335
NzAEnNO5-fo,418000,2,bicycle,5,present,0.449,0.59,0.325,0.7366667
NzAEnNO5-fo,419000,2,bicycle,5,present,0.387,0.487,0.053333335,0.42
NzAEnNO5-fo,420000,2,bicycle,5,present,0.196,0.277,0.058333334,0.40333334
NzAEnNO5-fo,421000,2,bicycle,5,present,0.162,0.264,0.20666666,0.5283333
NzAEnNO5-fo,508000,2,bicycle,6,present,0.29,0.423,0.30833334,0.635
NzAEnNO5-fo,509000,2,bicycle,6,present,0.256,0.382,0.26833335,0.5833333
NzAEnNO5-fo,510000,2,bicycle,6,present,0.434,0.549,0.35,0.67833334
NzAEnNO5-fo,511000,2,bicycle,6,present,0.304,0.413,0.21833333,0.545
NzAEnNO5-fo,512000,2,bicycle,6,present,0.419,0.523,0.29333332,0.5883333
NzAEnNO5-fo,513000,2,bicycle,6,present,0.51,0.612,0.49333334,0.7783333
NzAEnNO5-fo,514000,2,bicycle,6,present,0.532,0.631,0.33,0.6
NzAEnNO5-fo,515000,2,bicycle,6,present,0.283,0.368,0.096666664,0.36833334
NzAEnNO5-fo,516000,2,bicycle,6,present,0.311,0.37,0.0,0.111666664
NzAEnNO5-fo,517000,2,bicycle,6,present,0.449,0.491,0.0,0.068333335
NzAEnNO5-fo,518000,2,bicycle,6,absent,-1.0,-1.0,-1.0,-1.0
NzAEnNO5-fo,519000,2,bicycle,6,present,0.436,0.517,0.505,0.725
NzAEnNO5-fo,520000,2,bicycle,6,present,0.438,0.536,0.6383333,0.905
NzAEnNO5-fo,521000,2,bicycle,6,present,0.44,0.537,0.55833334,0.8233333
NzAEnNO5-fo,522000,2,bicycle,6,present,0.479,0.574,0.45833334,0.71666664
NzAEnNO5-fo,523000,2,bicycle,6,present,0.474,0.57,0.38166666,0.64166665
NzAEnNO5-fo,524000,2,bicycle,6,present,0.407,0.495,0.31333333,0.5883333
NzAEnNO5-fo,525000,2,bicycle,6,present,0.398,0.499,0.31,0.65166664
QldpYjf-d_Y,29000,18,toilet,0,absent,-1.0,-1.0,-1.0,-1.0
QldpYjf-d_Y,30000,18,toilet,0,present,0.284,0.49,0.33,0.44
QldpYjf-d_Y,31000,18,toilet,0,present,0.23,0.524,0.36,0.50666666
QldpYjf-d_Y,32000,18,toilet,0,present,0.16,0.514,0.34333333,0.56166667
QldpYjf-d_Y,33000,18,toilet,0,present,0.152,0.578,0.395,0.8466667
QldpYjf-d_Y,34000,18,toilet,0,present,0.118,0.575,0.36166668,0.8466667
QldpYjf-d_Y,35000,18,toilet,0,present,0.105,0.577,0.23166667,0.74666667
QldpYjf-d_Y,36000,18,toilet,0,present,0.051,0.515,0.20833333,0.7083333
QldpYjf-d_Y,37000,18,toilet,0,present,0.002,0.409,0.11666667,0.67
QldpYjf-d_Y,38000,18,toilet,0,present,0.011,0.384,0.1,0.6566667
QldpYjf-d_Y,39000,18,toilet,0,present,0.0,0.382,0.0,0.57
QldpYjf-d_Y,40000,18,toilet,0,present,0.023,0.395,0.0,0.58
QldpYjf-d_Y,41000,18,toilet,0,present,0.0,0.375,0.0,0.57666665
QldpYjf-d_Y,42000,18,toilet,0,present,0.0,0.351,0.0,0.59
QldpYjf-d_Y,43000,18,toilet,0,present,0.0,0.371,0.013333334,0.5966667
QldpYjf-d_Y,44000,18,toilet,0,present,0.0,0.378,0.036666665,0.615
QldpYjf-d_Y,45000,18,toilet,0,present,0.0,0.346,0.025,0.6166667
QldpYjf-d_Y,46000,18,toilet,0,absent,-1.0,-1.0,-1.0,-1.0
oDL0b0JDnHw,0,23,car,0,present,0.066,0.991,0.105,1.0
oDL0b0JDnHw,1000,23,car,0,present,0.072,1.0,0.11,1.0
oDL0b0JDnHw,2000,23,car,0,present,0.077,1.0,0.105,1.0
oDL0b0JDnHw,3000,23,car,0,present,0.081,1.0,0.1,1.0
oDL0b0JDnHw,4000,23,car,0,present,0.095,1.0,0.096666664,1.0
oDL0b0JDnHw,5000,23,car,0,present,0.088,1.0,0.10166667,1.0
oDL0b0JDnHw,6000,23,car,0,present,0.077,1.0,0.10166667,1.0
oDL0b0JDnHw,7000,23,car,0,present,0.079,1.0,0.1,1.0
oDL0b0JDnHw,8000,23,car,0,present,0.057,0.989,0.09833334,1.0
oDL0b0JDnHw,9000,23,car,0,present,0.06,0.99,0.09833334,1.0
oDL0b0JDnHw,10000,23,car,0,present,0.059,0.99,0.096666664,0.99
oDL0b0JDnHw,11000,23,car,0,present,0.05,0.98,0.09833334,1.0
oDL0b0JDnHw,12000,23,car,0,present,0.041,0.972,0.08833333,0.98333335
oDL0b0JDnHw,13000,23,car,0,present,0.029,0.96,0.08833333,0.97833335
oDL0b0JDnHw,14000,23,car,0,present,0.028,0.959,0.09,0.9816667
oDL0b0JDnHw,15000,23,car,0,present,0.044,0.974,0.085,0.98
ZA71aP-carI,403000,13,airplane,0,present,0.048,1.0,0.22166666,0.795
ZA71aP-carI,404000,13,airplane,0,present,0.02,1.0,0.24166666,0.83
ZA71aP-carI,405000,13,airplane,0,present,0.049,1.0,0.23833333,0.81666666
ZA71aP-carI,406000,13,airplane,0,present,0.098,1.0,0.27,0.795
ZA71aP-carI,407000,13,airplane,0,present,0.042,1.0,0.245,0.82666665
ZA71aP-carI,408000,13,airplane,0,present,0.087,1.0,0.25166667,0.78333336
ZA71aP-carI,409000,13,airplane,0,present,0.081,1.0,0.26666668,0.79333335
ZA71aP-carI,410000,13,airplane,0,present,0.037,1.0,0.215,0.795
ZA71aP-carI,411000,13,airplane,0,present,0.065,1.0,0.22166666,0.7733333
ZA71aP-carI,412000,13,airplane,0,present,0.08,1.0,0.23,0.76
ZA71aP-carI,413000,13,airplane,0,present,0.106,1.0,0.24166666,0.7416667
ZA71aP-carI,414000,13,airplane,0,present,0.067,1.0,0.25166667,0.8016667
ZA71aP-carI,415000,13,airplane,0,present,0.021,1.0,0.18833333,0.89666665
ZA71aP-carI,416000,13,airplane,0,present,0.014,1.0,0.17833333,0.895
ZA71aP-carI,417000,13,airplane,0,present,0.001,1.0,0.18333334,0.89166665
ZA71aP-carI,418000,13,airplane,0,present,0.023,1.0,0.17666666,0.89166665
ZA71aP-carI,419000,13,airplane,0,present,0.0,1.0,0.18,0.89
ZA71aP-carI,420000,13,airplane,0,present,0.168,1.0,0.23833333,0.735
ZA71aP-carI,421000,13,airplane,0,present,0.064,1.0,0.25,0.82666665
zjUxAibSTEs,13000,23,car,0,present,0.0,1.0,0.06666667,0.89666665
zjUxAibSTEs,14000,23,car,0,present,0.0,0.953,0.14166667,0.9
zjUxAibSTEs,15000,23,car,0,present,0.004,0.985,0.061666667,0.87
zjUxAibSTEs,16000,23,car,0,present,0.122,0.988,0.02,0.885
zjUxAibSTEs,17000,23,car,0,present,0.224,0.929,0.013333334,0.87166667
zjUxAibSTEs,18000,23,car,0,present,0.242,0.964,0.028333334,0.8566667
zjUxAibSTEs,19000,23,car,0,present,0.19,1.0,0.048333332,0.92
zjUxAibSTEs,20000,23,car,0,present,0.191,1.0,0.0,0.9266667
zjUxAibSTEs,21000,23,car,0,present,0.072,1.0,0.036666665,0.91333336
zjUxAibSTEs,22000,23,car,0,present,0.0,1.0,0.10666667,0.90166664
zjUxAibSTEs,23000,23,car,0,present,0.0,1.0,0.061666667,0.82666665
zjUxAibSTEs,24000,23,car,0,present,0.0,1.0,0.0,0.82166666
zjUxAibSTEs,25000,23,car,0,present,0.0,0.975,0.06,0.905
zjUxAibSTEs,26000,23,car,0,present,0.114,0.947,0.065,0.91
zjUxAibSTEs,27000,23,car,0,present,0.252,0.909,0.055,0.85833335
zjUxAibSTEs,28000,23,car,0,present,0.22,0.879,0.071666665,0.875
zjUxAibSTEs,29000,23,car,0,present,0.136,0.947,0.12,0.93333334
zjUxAibSTEs,30000,23,car,0,present,0.0,0.968,0.10333333,0.9316667
zjUxAibSTEs,31000,23,car,0,present,0.0,1.0,0.08833333,0.95
0ZQ_-4ia7z0,178000,0,person,0,present,0.829,1.0,0.27166668,0.61833334
0ZQ_-4ia7z0,179000,0,person,0,present,0.784,0.96,0.26,0.6
0ZQ_-4ia7z0,180000,0,person,0,present,0.712,0.856,0.28166667,0.56333333
0ZQ_-4ia7z0,181000,0,person,0,present,0.674,0.822,0.29166666,0.63666666
0ZQ_-4ia7z0,182000,0,person,0,present,0.659,0.85,0.265,0.65833336
0ZQ_-4ia7z0,183000,0,person,0,present,0.66,0.848,0.285,0.67
0ZQ_-4ia7z0,184000,0,person,0,present,0.653,0.842,0.28,0.6533333
0ZQ_-4ia7z0,185000,0,person,0,present,0.625,0.792,0.31666666,0.6116667
0ZQ_-4ia7z0,186000,0,person,0,present,0.605,0.795,0.32166666,0.69666666
0ZQ_-4ia7z0,187000,0,person,0,present,0.63,0.779,0.34,0.64
0ZQ_-4ia7z0,188000,0,person,0,present,0.637,0.783,0.36,0.6433333
0ZQ_-4ia7z0,189000,0,person,0,present,0.615,0.752,0.365,0.64
0ZQ_-4ia7z0,190000,0,person,0,present,0.594,0.728,0.39166668,0.6566667
0ZQ_-4ia7z0,191000,0,person,0,present,0.586,0.726,0.36166668,0.6483333
0ZQ_-4ia7z0,192000,0,person,0,present,0.588,0.724,0.34833333,0.6333333
0ZQ_-4ia7z0,193000,0,person,0,present,0.6,0.741,0.35166666,0.61
0ZQ_-4ia7z0,194000,0,person,0,present,0.595,0.733,0.32666665,0.62333333
0ZQ_-4ia7z0,195000,0,person,0,present,0.587,0.723,0.355,0.71166664
0ZQ_-4ia7z0,196000,0,person,0,present,0.584,0.732,0.34333333,0.725
9Z4sOQvwAes,373000,9,potted plant,0,present,0.001,0.186,0.0,0.68
9Z4sOQvwAes,374000,9,potted plant,0,present,0.112,0.415,0.0,0.6666667
9Z4sOQvwAes,375000,9,potted plant,0,present,0.111,0.418,0.0,0.665
9Z4sOQvwAes,376000,9,potted plant,0,present,0.0,0.056,0.005,0.415
9Z4sOQvwAes,377000,9,potted plant,0,absent,-1.0,-1.0,-1.0,-1.0
9Z4sOQvwAes,378000,9,potted plant,0,absent,-1.0,-1.0,-1.0,-1.0
9Z4sOQvwAes,379000,9,potted plant,0,absent,-1.0,-1.0,-1.0,-1.0
9Z4sOQvwAes,380000,9,potted plant,0,absent,-1.0,-1.0,-1.0,-1.0
9Z4sOQvwAes,381000,9,potted plant,0,absent,-1.0,-1.0,-1.0,-1.0
9Z4sOQvwAes,382000,9,potted plant,0,absent,-1.0,-1.0,-1.0,-1.0
9Z4sOQvwAes,383000,9,potted plant,0,absent,-1.0,-1.0,-1.0,-1.0
9Z4sOQvwAes,384000,9,potted plant,0,absent,-1.0,-1.0,-1.0,-1.0
9Z4sOQvwAes,385000,9,potted plant,0,absent,-1.0,-1.0,-1.0,-1.0
9Z4sOQvwAes,386000,9,potted plant,0,absent,-1.0,-1.0,-1.0,-1.0
9Z4sOQvwAes,387000,9,potted plant,0,absent,-1.0,-1.0,-1.0,-1.0
9Z4sOQvwAes,388000,9,potted plant,0,absent,-1.0,-1.0,-1.0,-1.0
9Z4sOQvwAes,389000,9,potted plant,0,absent,-1.0,-1.0,-1.0,-1.0
9Z4sOQvwAes,390000,9,potted plant,0,absent,-1.0,-1.0,-1.0,-1.0
9Z4sOQvwAes,391000,9,potted plant,0,absent,-1.0,-1.0,-1.0,-1.0
_i3nWxzoYp0,415000,6,cow,0,uncertain,-1.0,-1.0,-1.0,-1.0
_i3nWxzoYp0,416000,6,cow,0,uncertain,-1.0,-1.0,-1.0,-1.0
_i3nWxzoYp0,417000,6,cow,0,uncertain,-1.0,-1.0,-1.0,-1.0
_i3nWxzoYp0,418000,6,cow,0,uncertain,-1.0,-1.0,-1.0,-1.0
_i3nWxzoYp0,419000,6,cow,0,absent,-1.0,-1.0,-1.0,-1.0
_i3nWxzoYp0,420000,6,cow,0,absent,-1.0,-1.0,-1.0,-1.0
_i3nWxzoYp0,421000,6,cow,0,absent,-1.0,-1.0,-1.0,-1.0
_i3nWxzoYp0,422000,6,cow,0,absent,-1.0,-1.0,-1.0,-1.0
_i3nWxzoYp0,423000,6,cow,0,absent,-1.0,-1.0,-1.0,-1.0
_i3nWxzoYp0,424000,6,cow,0,absent,-1.0,-1.0,-1.0,-1.0
_i3nWxzoYp0,425000,6,cow,0,present,0.0,0.192,0.38666666,0.77166665
_i3nWxzoYp0,426000,6,cow,0,present,0.0,0.153,0.39333335,0.76166666
_i3nWxzoYp0,427000,6,cow,0,present,0.004,0.141,0.39833334,0.78
_i3nWxzoYp0,428000,6,cow,0,present,0.282,0.462,0.35333332,0.7266667
_i3nWxzoYp0,429000,6,cow,0,present,0.626,0.824,0.24333334,0.62666667
_i3nWxzoYp0,430000,6,cow,0,present,0.714,0.983,0.18333334,0.49
_i3nWxzoYp0,431000,6,cow,0,absent,-1.0,-1.0,-1.0,-1.0
_i3nWxzoYp0,432000,6,cow,0,absent,-1.0,-1.0,-1.0,-1.0
_i3nWxzoYp0,433000,6,cow,0,absent,-1.0,-1.0,-1.0,-1.0
_i3nWxzoYp0,434000,6,cow,0,absent,-1.0,-1.0,-1.0,-1.0
_i3nWxzoYp0,435000,6,cow,0,absent,-1.0,-1.0,-1.0,-1.0
_i3nWxzoYp0,436000,6,cow,0,absent,-1.0,-1.0,-1.0,-1.0
